STATECODE,Classification,Description,HDv1
NC,COM_EXTORN,Extensive ornamentation and LPS,276.757629
NC,COM_EXTORN,Large signs,259.405767
NC,COM_EXTORN,Large signs and LPS,279.241786
NC,COM_EXTORN,Lightning protection,268.808846
NC,COM_FOUNDSYS,Bolted,409.353057
NC,COM_FOUNDSYS,Engineered,439.413925
NC,COM_FOUNDSYS,Unbolted,410.354126
NC,COM_GARAGING,Attached garage,413.182777
NC,COM_GARAGING,Detached garage,453.183709
NC,COM_GARAGING,No garage,409.568376
NC,COM_MECHGROUND,Generally unprotected,196.686342
NC,COM_MECHGROUND,Generally protected,200.14139
NC,COM_RESISTOPEN,Pressure small missile rated,378.752421
NC,COM_RESISTOPEN,Pressure medium missile rated,335.087806
NC,COM_RESISTOPEN,All openings pressure small missile rated,382.808365
NC,COM_RESISTOPEN,All openings pressure medium missile rated,370.954504
NC,COM_RESISTOPEN,All openings pressure large missile rated,355.876419
NC,COM_ROOFAGE,0 to 5 years,535.615683
NC,COM_ROOFAGE,6 to 10 years,516.872136
NC,COM_ROOFAGE,11 years or more,547.629713
NC,COM_ROOFANCH,Clips,198.430304
NC,COM_ROOFANCH,Double wraps,230.383601
NC,COM_ROOFANCH,Single wraps,193.905655
NC,COM_ROOFANCH,Structural,213.902176
NC,COM_ROOFANCH,Toenailing no anchorage,218.001582
NC,COM_ROOFEQUIP,No equipment present,301.358605
NC,COM_ROOFEQUIP,Roof mounted photovoltaic array,302.6276
NC,COM_ROOFEQUIP,Roof mounted impact resistant array,309.260248
NC,COM_ROOFEQUIP,Roof mounted mechanically attached array,319.079792
NC,COM_ROOFGEOM,Complex roof,369.818409
NC,COM_ROOFGEOM,Flat roof no parapets,368.166568
NC,COM_ROOFGEOM,Flat roof parapets,353.425693
NC,COM_ROOFGEOM,Gable roof LE6:12,343.645761
NC,COM_ROOFGEOM,Braced gable LE6:12,356.385395
NC,COM_ROOFGEOM,Gable roof GT6:12,353.480188
NC,COM_ROOFGEOM,Braced gable GT6:12,358.785279
NC,COM_ROOFGEOM,Hip roof LE6:12,366.937102
NC,COM_ROOFGEOM,Hip roof GT6:12,359.476161
NC,COM_ROOFMAINT,Excellent condition,198.74934
NC,COM_ROOFMAINT,No deterioration or defects,191.581494
NC,COM_ROOFMAINT,Visible defects,225.347931
NC,COM_ROOFMAINT,Significant signs of distress,212.842327
NC,COM_ROOFSYS,Built up or single ply,372.374701
NC,COM_ROOFSYS,Built up with gutters,343.469909
NC,COM_ROOFSYS,Built up without gutters,365.290875
NC,COM_ROOFSYS,Built up unknown gutters,380.080692
NC,COM_ROOFSYS,High wind shingle,329.532211
NC,COM_ROOFSYS,High wind shingle plus SWR,373.828998
NC,COM_ROOFSYS,Normal shingle,381.346934
NC,COM_ROOFSYS,Normal shingle plus SWR,359.883498
NC,COM_ROOFSYS,Metal concealed fasteners,385.506755
NC,COM_ROOFSYS,Metal exposed fasteners,375.199319
NC,COM_ROOFSYS,Metal unknown fasteners,371.76236
NC,COM_ROOFSYS,Wood shakes,340.750106
NC,COM_ROOFSYS,Concrete roof,381.523502
NC,COM_ROOFSYS,Hail class 1,358.130215
NC,COM_ROOFSYS,Hail class 2,335.301099
NC,COM_ROOFSYS,Hail class 3,339.039375
NC,COM_ROOFSYS,Hail class 4,384.686336
NC,COM_ROOFSYS,Rubber roof,336.083638
NC,COM_ROOFSYS,Green roof,361.41824
NC,COM_ROOFSYS,Bermuda style roof,354.417177
NC,COM_ROOFSYS,Concrete tiles,363.384912
NC,COM_ROOFSYS,Slate tile,368.720457
NC,COM_ROOFSYS,Fabric membrane,396.901138
NC,COM_ROOFSYS,Solar tile,340.622911
NC,COM_TODMGPROVISION,Cosmetic damage Fully covered,444.455745
NC,COM_TODMGPROVISION,Cosmetic damage Mostly covered,482.229611
NC,COM_TODMGPROVISION,Cosmetic damage Default,408.675369
NC,COM_TODMGPROVISION,Cosmetic damage Rarely covered,407.662822
NC,COM_TODMGPROVISION,Cosmetic damage Excluded,435.172319
NC,COM_TOFLASHING,Compliant with ES1,466.944058
NC,COM_TOFLASHING,Not compliant with ES1,439.646012
NC,COM_TREEDENSITY,High tree risk high shielding,227.349419
NC,COM_TREEDENSITY,Some trees some shielding,230.077956
NC,COM_TREEDENSITY,No trees no shielding,265.933118
NC,SFD_Unknown,Unknown,685.793894
NC,SFD_ARCHITECT,Attached screen,831.328104
NC,SFD_ARCHITECT,Detached screen,761.873838
NC,SFD_ARCHITECT,Fences,861.399954
NC,SFD_ARCHITECT,None,822.560338
NC,SFD_ARCHITECT,Skylights,878.051682
NC,SFD_ARCHITECT,Skylights protection,737.292802
NC,SFD_CLADRATE,10d high wind nail,738.564511
NC,SFD_CLADRATE,6d any nail,707.534195
NC,SFD_CLADRATE,8d high wind nail,711.164188
NC,SFD_CLADRATE,8d minimum nail,738.493747
NC,SFD_CLADRATE,Batten decking,650.645653
NC,SFD_CLADRATE,Lumber and groove,658.024908
NC,SFD_CLADSYS,Vinyl siding,743.116072
NC,SFD_CLADSYS,EIFS,744.218753
NC,SFD_CLADSYS,Wood,770.999672
NC,SFD_CLADSYS,Metal sheathing,742.55139
NC,SFD_CLADSYS,Impact rated glazing,692.05803
NC,SFD_CLADSYS,Stucco,779.375397
NC,SFD_CLADSYS,Brick veneer,685.31998
NC,SFD_CLADSYS,Concrete block,703.634133
NC,SFD_CONSTQUALI,Signs of distress,638.273779
NC,SFD_CONSTQUALI,WH Roof existing,609.484619
NC,SFD_CONSTQUALI,Wind Roof existing,573.809395
NC,SFD_CONSTQUALI,Wind Gold existing,614.693201
NC,SFD_CONSTQUALI,Wind Silver existing,686.195326
NC,SFD_CONSTQUALI,WH Gold existing,593.901493
NC,SFD_CONSTQUALI,WH Silver existing,622.314386
NC,SFD_EXTORN,Extensive ornamentation,765.546924
NC,SFD_EXTORN,Extensive ornamentation and LPS,800.534466
NC,SFD_EXTORN,Large signs,814.353494
NC,SFD_EXTORN,Large signs and LPS,752.527827
NC,SFD_EXTORN,Lightning protection,724.212272
NC,SFD_FOUNDSYS,Bolted,689.062438
NC,SFD_FOUNDSYS,Engineered,764.77568
NC,SFD_FOUNDSYS,Unbolted,683.744493
NC,SFD_GARAGING,Attached garage,589.169535
NC,SFD_GARAGING,Detached garage,613.598916
NC,SFD_GARAGING,No garage,685.044494
NC,SFD_MECHGROUND,Generally unprotected,701.019017
NC,SFD_MECHGROUND,Generally protected,665.118005
NC,SFD_RESISTOPEN,Pressure small missile rated,717.676601
NC,SFD_RESISTOPEN,Pressure medium missile rated,743.989529
NC,SFD_RESISTOPEN,All openings pressure small missile rated,666.994405
NC,SFD_RESISTOPEN,All openings pressure medium missile rated,667.10604
NC,SFD_RESISTOPEN,All openings pressure large missile rated,771.460971
NC,SFD_ROOFAGE,0 to 5 years,371.153704
NC,SFD_ROOFAGE,6 to 10 years,393.070954
NC,SFD_ROOFAGE,11 years or more,424.642626
NC,SFD_ROOFANCH,Clips,380.418183
NC,SFD_ROOFANCH,Double wraps,370.896072
NC,SFD_ROOFANCH,Single wraps,432.885868
NC,SFD_ROOFANCH,Structural,414.501747
NC,SFD_ROOFANCH,Toenailing no anchorage,387.891542
NC,SFD_ROOFEQUIP,No equipment present,1005.381106
NC,SFD_ROOFEQUIP,Roof mounted photovoltaic array,989.387131
NC,SFD_ROOFEQUIP,Roof mounted impact resistant array,998.699956
NC,SFD_ROOFEQUIP,Roof mounted mechanically attached array,1018.74974
NC,SFD_ROOFGEOM,Complex roof,600.672478
NC,SFD_ROOFGEOM,Flat roof no parapets,680.280766
NC,SFD_ROOFGEOM,Flat roof parapets,591.613973
NC,SFD_ROOFGEOM,Gable roof LE6:12,716.834701
NC,SFD_ROOFGEOM,Braced gable LE6:12,713.49556
NC,SFD_ROOFGEOM,Gable roof GT6:12,696.687159
NC,SFD_ROOFGEOM,Braced gable GT6:12,621.582897
NC,SFD_ROOFGEOM,Hip roof LE6:12,664.581685
NC,SFD_ROOFGEOM,Hip roof GT6:12,633.933854
NC,SFD_ROOFMAINT,Excellent condition,694.086231
NC,SFD_ROOFMAINT,No deterioration or defects,676.993216
NC,SFD_ROOFMAINT,Visible defects,686.188646
NC,SFD_ROOFMAINT,Significant signs of distress,679.864758
NC,SFD_ROOFSYS,Built up or single ply,1074.873039
NC,SFD_ROOFSYS,Built up with gutters,907.894124
NC,SFD_ROOFSYS,Built up without gutters,1009.217188
NC,SFD_ROOFSYS,Built up unknown gutters,960.2817
NC,SFD_ROOFSYS,High wind shingle,1049.460195
NC,SFD_ROOFSYS,High wind shingle plus SWR,1020.902908
NC,SFD_ROOFSYS,Normal shingle,974.911445
NC,SFD_ROOFSYS,Normal shingle plus SWR,1069.109014
NC,SFD_ROOFSYS,Metal concealed fasteners,1006.362925
NC,SFD_ROOFSYS,Metal exposed fasteners,1066.874854
NC,SFD_ROOFSYS,Metal unknown fasteners,999.614406
NC,SFD_ROOFSYS,Wood shakes,1026.218303
NC,SFD_ROOFSYS,Concrete roof,948.866939
NC,SFD_ROOFSYS,Hail class 1,954.368872
NC,SFD_ROOFSYS,Hail class 2,1091.935968
NC,SFD_ROOFSYS,Hail class 3,1094.62084
NC,SFD_ROOFSYS,Hail class 4,954.236425
NC,SFD_ROOFSYS,Rubber roof,1017.365214
NC,SFD_ROOFSYS,Green roof,968.762286
NC,SFD_ROOFSYS,Bermuda style roof,1093.809709
NC,SFD_ROOFSYS,Concrete tiles,1077.638843
NC,SFD_ROOFSYS,Slate tile,1000.161826
NC,SFD_ROOFSYS,Fabric membrane,994.823913
NC,SFD_ROOFSYS,Solar tile,974.362133
NC,SFD_TODMGPROVISION,Cosmetic damage Fully covered,801.396216
NC,SFD_TODMGPROVISION,Cosmetic damage Mostly covered,705.232366
NC,SFD_TODMGPROVISION,Cosmetic damage Default,790.303235
NC,SFD_TODMGPROVISION,Cosmetic damage Rarely covered,738.200223
NC,SFD_TODMGPROVISION,Cosmetic damage Excluded,757.658307
NC,SFD_TOFLASHING,Compliant with ES1,636.610354
NC,SFD_TOFLASHING,Not compliant with ES1,648.916598
NC,SFD_TREEDENSITY,High tree risk high shielding,862.034714
NC,SFD_TREEDENSITY,Some trees some shielding,920.779498
NC,SFD_TREEDENSITY,No trees no shielding,840.014482
ND,COM_Unknown,Unknown,611.980512
ND,COM_ARCHITECT,Attached screen,433.35716
ND,COM_ARCHITECT,Detached screen,399.850556
ND,COM_ARCHITECT,Fences,429.390304
ND,COM_ARCHITECT,None,406.519257
ND,COM_ARCHITECT,Skylights,386.748573
ND,COM_ARCHITECT,Skylights protection,384.983406
ND,COM_CLADRATE,10d high wind nail,390.994904
ND,COM_CLADRATE,6d any nail,420.389346
ND,COM_CLADRATE,8d high wind nail,350.11262
ND,COM_CLADRATE,8d minimum nail,401.208075
ND,COM_CLADRATE,Batten decking,346.122213
ND,COM_CLADRATE,Lumber and groove,422.096109
ND,COM_CLADSYS,Vinyl siding,688.925212
ND,COM_CLADSYS,EIFS,698.985026
ND,COM_CLADSYS,Wood,655.533581
ND,COM_CLADSYS,Metal sheathing,693.903022
ND,COM_CLADSYS,Impact rated glazing,686.017946
ND,COM_CLADSYS,Stucco,597.905276
ND,COM_CLADSYS,Brick veneer,667.293387
ND,COM_CLADSYS,Concrete block,695.710348
ND,COM_CONSTQUALI,Signs of distress,567.692436
ND,COM_CONSTQUALI,WH Roof existing,584.438679
ND,COM_CONSTQUALI,Wind Roof existing,542.645989
ND,COM_CONSTQUALI,Wind Gold existing,519.82172
ND,COM_CONSTQUALI,Wind Silver existing,578.276788
ND,COM_CONSTQUALI,WH Gold existing,537.852961
ND,COM_CONSTQUALI,WH Silver existing,586.296718
ND,COM_EXTORN,Extensive ornamentation,419.757852
ND,COM_EXTORN,Extensive ornamentation and LPS,425.576818
ND,COM_EXTORN,Large signs,464.074264
ND,COM_EXTORN,Large signs and LPS,439.437319
ND,COM_EXTORN,Lightning protection,452.576937
ND,COM_FOUNDSYS,Bolted,700.141995
ND,COM_FOUNDSYS,Engineered,587.895812
ND,COM_FOUNDSYS,Unbolted,633.46629
ND,COM_GARAGING,Attached garage,624.678725
ND,COM_GARAGING,Detached garage,595.10283
ND,COM_GARAGING,No garage,590.624873
ND,COM_MECHGROUND,Generally unprotected,318.954154
ND,COM_MECHGROUND,Generally protected,304.295126
ND,COM_RESISTOPEN,Pressure small missile rated,509.560167
ND,COM_RESISTOPEN,Pressure medium missile rated,523.671138
ND,COM_RESISTOPEN,All openings pressure small missile rated,555.985
ND,COM_RESISTOPEN,All openings pressure medium missile rated,493.690993
ND,COM_RESISTOPEN,All openings pressure large missile rated,538.790289
ND,COM_ROOFAGE,0 to 5 years,835.725291
ND,COM_ROOFAGE,6 to 10 years,908.045142
ND,COM_ROOFAGE,11 years or more,844.891163
ND,COM_ROOFANCH,Clips,316.533342
ND,COM_ROOFANCH,Double wraps,284.705889
ND,COM_ROOFANCH,Single wraps,314.339971
ND,COM_ROOFANCH,Structural,269.296027
ND,COM_ROOFANCH,Toenailing no anchorage,268.253682
ND,COM_ROOFEQUIP,No equipment present,452.898301
ND,COM_ROOFEQUIP,Roof mounted photovoltaic array,413.400881
ND,COM_ROOFEQUIP,Roof mounted impact resistant array,454.869047
ND,COM_ROOFEQUIP,Roof mounted mechanically attached array,410.071982
ND,COM_ROOFGEOM,Complex roof,521.298866
ND,COM_ROOFGEOM,Flat roof no parapets,543.860226
ND,COM_ROOFGEOM,Flat roof parapets,515.927158
ND,COM_ROOFGEOM,Gable roof LE6:12,580.231645
ND,COM_ROOFGEOM,Braced gable LE6:12,538.069318
ND,COM_ROOFGEOM,Gable roof GT6:12,572.746411
ND,COM_ROOFGEOM,Braced gable GT6:12,587.21289
ND,COM_ROOFGEOM,Hip roof LE6:12,588.522788
ND,COM_ROOFGEOM,Hip roof GT6:12,531.311973
ND,COM_ROOFMAINT,Excellent condition,268.052465
ND,COM_ROOFMAINT,No deterioration or defects,270.09314
ND,COM_ROOFMAINT,Visible defects,270.547423
ND,COM_ROOFMAINT,Significant signs of distress,272.928346
ND,COM_ROOFSYS,Built up or single ply,504.556756
ND,COM_ROOFSYS,Built up with gutters,481.132483
ND,COM_ROOFSYS,Built up without gutters,482.208702
ND,COM_ROOFSYS,Built up unknown gutters,500.597653
ND,COM_ROOFSYS,High wind shingle,494.469979
ND,COM_ROOFSYS,High wind shingle plus SWR,493.92899
ND,COM_ROOFSYS,Normal shingle,538.443306
ND,COM_ROOFSYS,Normal shingle plus SWR,489.782581
ND,COM_ROOFSYS,Metal concealed fasteners,551.330216
ND,COM_ROOFSYS,Metal exposed fasteners,579.938587
ND,COM_ROOFSYS,Metal unknown fasteners,550.425311
ND,COM_ROOFSYS,Wood shakes,578.178172
ND,COM_ROOFSYS,Concrete roof,571.737156
ND,COM_ROOFSYS,Hail class 1,581.862613
ND,COM_ROOFSYS,Hail class 2,501.773652
ND,COM_ROOFSYS,Hail class 3,559.248111
ND,COM_ROOFSYS,Hail class 4,550.439431
ND,COM_ROOFSYS,Rubber roof,522.680922
ND,COM_ROOFSYS,Green roof,549.283158
ND,COM_ROOFSYS,Bermuda style roof,492.233062
ND,COM_ROOFSYS,Concrete tiles,478.863123
ND,COM_ROOFSYS,Slate tile,490.865502
ND,COM_ROOFSYS,Fabric membrane,549.804078
ND,COM_ROOFSYS,Solar tile,509.305632
ND,COM_TODMGPROVISION,Cosmetic damage Fully covered,724.73803
ND,COM_TODMGPROVISION,Cosmetic damage Mostly covered,668.028763
ND,COM_TODMGPROVISION,Cosmetic damage Default,704.28709
ND,COM_TODMGPROVISION,Cosmetic damage Rarely covered,689.334939
ND,COM_TODMGPROVISION,Cosmetic damage Excluded,713.103425
ND,COM_TOFLASHING,Compliant with ES1,620.379444
ND,COM_TOFLASHING,Not compliant with ES1,628.880727
ND,COM_TREEDENSITY,High tree risk high shielding,372.148728
ND,COM_TREEDENSITY,Some trees some shielding,373.384284
ND,COM_TREEDENSITY,No trees no shielding,339.046998
ND,SFD_Unknown,Unknown,377.127703
ND,SFD_ARCHITECT,Attached screen,412.999039
ND,SFD_ARCHITECT,Detached screen,447.37106
ND,SFD_ARCHITECT,Fences,464.190062
ND,SFD_ARCHITECT,None,423.812658
ND,SFD_ARCHITECT,Skylights,449.147868
ND,SFD_ARCHITECT,Skylights protection,462.29206
ND,SFD_CLADRATE,10d high wind nail,415.599639
ND,SFD_CLADRATE,6d any nail,349.464277
ND,SFD_CLADRATE,8d high wind nail,400.22686
ND,SFD_CLADRATE,8d minimum nail,377.145379
ND,SFD_CLADRATE,Batten decking,369.088527
ND,SFD_CLADRATE,Lumber and groove,412.011969
ND,SFD_CLADSYS,Vinyl siding,403.236864
ND,SFD_CLADSYS,EIFS,381.064357
ND,SFD_CLADSYS,Wood,400.248739
ND,SFD_CLADSYS,Metal sheathing,424.652359
ND,SFD_CLADSYS,Impact rated glazing,419.431904
ND,SFD_CLADSYS,Stucco,430.473525
ND,SFD_CLADSYS,Brick veneer,386.586204
ND,SFD_CLADSYS,Concrete block,421.275914
ND,SFD_CONSTQUALI,Signs of distress,327.037865
ND,SFD_CONSTQUALI,WH Roof existing,350.854699
ND,SFD_CONSTQUALI,Wind Roof existing,357.970519
ND,SFD_CONSTQUALI,Wind Gold existing,377.271842
ND,SFD_CONSTQUALI,Wind Silver existing,338.791429
ND,SFD_CONSTQUALI,WH Gold existing,350.430075
ND,SFD_CONSTQUALI,WH Silver existing,352.082867
ND,SFD_EXTORN,Extensive ornamentation,425.71692
ND,SFD_EXTORN,Extensive ornamentation and LPS,390.287831
ND,SFD_EXTORN,Large signs,421.871744
ND,SFD_EXTORN,Large signs and LPS,389.624359
ND,SFD_EXTORN,Lightning protection,456.786712
ND,SFD_FOUNDSYS,Bolted,421.639383
ND,SFD_FOUNDSYS,Engineered,409.980663
ND,SFD_FOUNDSYS,Unbolted,399.551139
ND,SFD_GARAGING,Attached garage,354.188616
ND,SFD_GARAGING,Detached garage,321.042096
ND,SFD_GARAGING,No garage,318.213862
ND,SFD_MECHGROUND,Generally unprotected,401.705732
ND,SFD_MECHGROUND,Generally protected,423.146056
ND,SFD_RESISTOPEN,Pressure small missile rated,384.370195
ND,SFD_RESISTOPEN,Pressure medium missile rated,449.902121
ND,SFD_RESISTOPEN,All openings pressure small missile rated,423.196069
ND,SFD_RESISTOPEN,All openings pressure medium missile rated,436.992424
ND,SFD_RESISTOPEN,All openings pressure large missile rated,445.09884
ND,SFD_ROOFAGE,0 to 5 years,225.730739
ND,SFD_ROOFAGE,6 to 10 years,247.741499
ND,SFD_ROOFAGE,11 years or more,246.710049
ND,SFD_ROOFANCH,Clips,224.439116
ND,SFD_ROOFANCH,Double wraps,242.735579
ND,SFD_ROOFANCH,Single wraps,233.727273
ND,SFD_ROOFANCH,Structural,221.80087
ND,SFD_ROOFANCH,Toenailing no anchorage,210.103347
ND,SFD_ROOFEQUIP,No equipment present,570.362657
ND,SFD_ROOFEQUIP,Roof mounted photovoltaic array,503.770818
ND,SFD_ROOFEQUIP,Roof mounted impact resistant array,597.111456
ND,SFD_ROOFEQUIP,Roof mounted mechanically attached array,518.223194
ND,SFD_ROOFGEOM,Complex roof,313.658894
ND,SFD_ROOFGEOM,Flat roof no parapets,315.368163
ND,SFD_ROOFGEOM,Flat roof parapets,338.148669
ND,SFD_ROOFGEOM,Gable roof LE6:12,355.368975
ND,SFD_ROOFGEOM,Braced gable LE6:12,333.187952
ND,SFD_ROOFGEOM,Gable roof GT6:12,328.220422
ND,SFD_ROOFGEOM,Braced gable GT6:12,355.410737
ND,SFD_ROOFGEOM,Hip roof LE6:12,355.109129
ND,SFD_ROOFGEOM,Hip roof GT6:12,357.910739
ND,SFD_ROOFMAINT,Excellent condition,343.408702
ND,SFD_ROOFMAINT,No deterioration or defects,357.764059
ND,SFD_ROOFMAINT,Visible defects,349.019769
ND,SFD_ROOFMAINT,Significant signs of distress,383.334027
ND,SFD_ROOFSYS,Built up or single ply,536.569889
ND,SFD_ROOFSYS,Built up with gutters,510.093704
ND,SFD_ROOFSYS,Built up without gutters,520.050109
ND,SFD_ROOFSYS,Built up unknown gutters,525.217755
ND,SFD_ROOFSYS,High wind shingle,527.050729
ND,SFD_ROOFSYS,High wind shingle plus SWR,470.7012
ND,SFD_ROOFSYS,Normal shingle,523.871535
ND,SFD_ROOFSYS,Normal shingle plus SWR,483.396752
ND,SFD_ROOFSYS,Metal concealed fasteners,520.022653
ND,SFD_ROOFSYS,Metal exposed fasteners,530.245597
ND,SFD_ROOFSYS,Metal unknown fasteners,512.56349
ND,SFD_ROOFSYS,Wood shakes,534.031446
ND,SFD_ROOFSYS,Concrete roof,541.438416
ND,SFD_ROOFSYS,Hail class 1,502.622315
ND,SFD_ROOFSYS,Hail class 2,535.439145
ND,SFD_ROOFSYS,Hail class 3,552.741234
ND,SFD_ROOFSYS,Hail class 4,538.010543
ND,SFD_ROOFSYS,Rubber roof,555.224238
ND,SFD_ROOFSYS,Green roof,546.097774
ND,SFD_ROOFSYS,Bermuda style roof,481.496467
ND,SFD_ROOFSYS,Concrete tiles,530.095692
ND,SFD_ROOFSYS,Slate tile,539.636276
ND,SFD_ROOFSYS,Fabric membrane,502.676726
ND,SFD_ROOFSYS,Solar tile,543.796288
ND,SFD_TODMGPROVISION,Cosmetic damage Fully covered,407.251446
ND,SFD_TODMGPROVISION,Cosmetic damage Mostly covered,390.4239
ND,SFD_TODMGPROVISION,Cosmetic damage Default,409.771655
ND,SFD_TODMGPROVISION,Cosmetic damage Rarely covered,380.640441
ND,SFD_TODMGPROVISION,Cosmetic damage Excluded,443.542349
ND,SFD_TOFLASHING,Compliant with ES1,427.031172
ND,SFD_TOFLASHING,Not compliant with ES1,385.829944
ND,SFD_TREEDENSITY,High tree risk high shielding,476.348164
ND,SFD_TREEDENSITY,Some trees some shielding,504.781526
ND,SFD_TREEDENSITY,No trees no shielding,450.305467
NE,COM_Unknown,Unknown,370.092225
NE,COM_ARCHITECT,Attached screen,272.014098
NE,COM_ARCHITECT,Detached screen,263.100604
NE,COM_ARCHITECT,Fences,269.637017
NE,COM_ARCHITECT,None,260.317897
NE,COM_ARCHITECT,Skylights,281.447751
NE,COM_ARCHITECT,Skylights protection,247.954083
NE,COM_CLADRATE,10d high wind nail,247.837279
NE,COM_CLADRATE,6d any nail,226.264461
NE,COM_CLADRATE,8d high wind nail,211.015139
NE,COM_CLADRATE,8d minimum nail,210.08838
NE,COM_CLADRATE,Batten decking,240.461137
NE,COM_CLADRATE,Lumber and groove,248.067101
NE,COM_CLADSYS,Vinyl siding,412.888766
NE,COM_CLADSYS,EIFS,399.86542
NE,COM_CLADSYS,Wood,383.070992
NE,COM_CLADSYS,Metal sheathing,425.397123
NE,COM_CLADSYS,Impact rated glazing,388.903016
NE,COM_CLADSYS,Stucco,395.457796
NE,COM_CLADSYS,Brick veneer,409.907206
NE,COM_CLADSYS,Concrete block,412.214403
NE,COM_CONSTQUALI,Signs of distress,345.888504
NE,COM_CONSTQUALI,WH Roof existing,311.131599
NE,COM_CONSTQUALI,Wind Roof existing,305.874181
NE,COM_CONSTQUALI,Wind Gold existing,299.99768
NE,COM_CONSTQUALI,Wind Silver existing,313.007698
NE,COM_CONSTQUALI,WH Gold existing,308.362561
NE,COM_CONSTQUALI,WH Silver existing,340.011841
NE,COM_EXTORN,Extensive ornamentation,256.473466
NE,COM_EXTORN,Extensive ornamentation and LPS,231.721939
NE,COM_EXTORN,Large signs,262.880716
NE,COM_EXTORN,Large signs and LPS,233.564537
NE,COM_EXTORN,Lightning protection,268.084791
NE,COM_FOUNDSYS,Bolted,395.043104
NE,COM_FOUNDSYS,Engineered,343.515329
NE,COM_FOUNDSYS,Unbolted,347.249516
NE,COM_GARAGING,Attached garage,380.589203
NE,COM_GARAGING,Detached garage,387.854401
NE,COM_GARAGING,No garage,364.331637
NE,COM_MECHGROUND,Generally unprotected,190.888022
NE,COM_MECHGROUND,Generally protected,183.95728
NE,COM_RESISTOPEN,Pressure small missile rated,340.256708
NE,COM_RESISTOPEN,Pressure medium missile rated,322.6651
NE,COM_RESISTOPEN,All openings pressure small missile rated,302.176364
NE,COM_RESISTOPEN,All openings pressure medium missile rated,319.688923
NE,COM_RESISTOPEN,All openings pressure large missile rated,325.885784
NE,COM_ROOFAGE,0 to 5 years,511.378056
NE,COM_ROOFAGE,6 to 10 years,513.785583
NE,COM_ROOFAGE,11 years or more,535.087048
NE,COM_ROOFANCH,Clips,202.782422
NE,COM_ROOFANCH,Double wraps,183.138281
NE,COM_ROOFANCH,Single wraps,201.64224
NE,COM_ROOFANCH,Structural,206.248398
NE,COM_ROOFANCH,Toenailing no anchorage,178.461868
NE,COM_ROOFEQUIP,No equipment present,250.663669
NE,COM_ROOFEQUIP,Roof mounted photovoltaic array,231.49683
NE,COM_ROOFEQUIP,Roof mounted impact resistant array,236.587929
NE,COM_ROOFEQUIP,Roof mounted mechanically attached array,228.597836
NE,COM_ROOFGEOM,Complex roof,295.870965
NE,COM_ROOFGEOM,Flat roof no parapets,324.767791
NE,COM_ROOFGEOM,Flat roof parapets,330.751623
